Brand,Usage_Type,CPU_Brand,CPU_Cores,CPU_Frequency_GHz,GPU_Brand,GPU_Model,RAM_GB,Storage_GB,Screen_Size,CPU_Performance_Score,GPU_Performance_Score,Overall_Performance_Score,Price_USD,Price_Performance_Ratio
Lenovo,Gaming,Intel,12,4.7,NVIDIA,NVIDIA GeForce,32,1024.0,15.6,5666,12831,9965,2086,4.78
Apple,Student,Intel,4,3.2,Intel,Intel Iris Xe,8,256.0,15.6,1274,532,829,642,1.29
MSI,Student,Intel,6,2.1,AMD,AMD Radeon,8,512.0,14.0,1286,1308,1299,440,2.95
Apple,Professional,Intel,8,3.0,NVIDIA,NVIDIA GeForce,16,1024.0,15.6,2383,3405,2996,855,3.5
Dell,Basic,AMD,2,1.7,Intel,Intel Iris Xe,4,256.0,13.3,335,313,322,322,1.0
Dell,Gaming,Intel,8,4.2,NVIDIA,NVIDIA GeForce,16,1024.0,16.0,3327,8006,6134,2972,2.06
Dell,Gaming,Intel,12,5.4,AMD,AMD Radeon,16,1024.0,13.3,6450,7325,6975,2142,3.26
HP,Basic,Intel,2,2.7,Intel,Intel UHD,4,128.0,15.6,534,550,544,409,1.33
ASUS,Student,AMD,4,2.4,Intel,Intel UHD,8,512.0,15.6,967,1333,1187,590,2.01
HP,Gaming,AMD,8,3.9,NVIDIA,NVIDIA GeForce,32,1024.0,16.0,3109,10943,7809,2578,3.03
HP,Gaming,AMD,16,3.8,NVIDIA,NVIDIA RTX,32,1024.0,14.0,6062,8929,7783,3119,2.5
Lenovo,Gaming,Intel,16,3.4,AMD,AMD Radeon,16,1024.0,16.0,5479,6714,6220,3121,1.99
HP,Student,Intel,4,2.2,AMD,AMD Radeon,16,512.0,15.6,888,864,874,621,1.41
HP,Basic,Intel,4,1.7,Intel,Intel Iris Xe,4,256.0,15.6,692,650,667,383,1.74
Dell,Basic,Intel,4,2.3,Intel,Intel Iris Xe,4,256.0,15.6,903,346,569,508,1.12
Dell,Student,Intel,4,3.3,AMD,AMD Radeon,8,512.0,15.6,1333,1422,1387,752,1.84
ASUS,Professional,Intel,8,3.0,NVIDIA,NVIDIA GeForce,16,1024.0,17.3,2409,3117,2834,1486,1.91
ASUS,Professional,Intel,6,3.7,NVIDIA,NVIDIA GeForce,32,1024.0,15.6,2226,3082,2739,2331,1.18
HP,Professional,Intel,12,3.0,AMD,AMD Radeon,32,512.0,16.0,3558,1118,2094,882,2.37
HP,Professional,Intel,8,3.0,NVIDIA,NVIDIA RTX,32,512.0,13.3,2385,3568,3095,2337,1.32
HP,Basic,Intel,4,2.7,Intel,Intel UHD,8,128.0,15.6,1062,215,554,296,1.87
HP,Student,AMD,4,2.2,Intel,Intel Iris Xe,16,256.0,13.3,885,1199,1073,527,2.04
Razer,Basic,Intel,2,2.1,AMD,AMD Radeon,4,256.0,14.0,426,391,405,246,1.65
ASUS,Gaming,AMD,16,4.4,AMD,AMD Radeon,16,1024.0,15.6,6965,6378,6613,2546,2.6
Dell,Basic,Intel,2,2.2,AMD,AMD Radeon,4,128.0,14.0,449,527,496,360,1.38
Dell,Student,AMD,6,2.8,Intel,Intel Iris Xe,16,256.0,16.0,1656,913,1210,596,2.03
Dell,Professional,Intel,8,3.4,NVIDIA,NVIDIA RTX,16,512.0,13.3,2712,1478,1972,2092,0.94
Dell,Gaming,Intel,12,4.8,AMD,AMD Radeon,16,1024.0,13.3,5742,11274,9061,2544,3.56
HP,Gaming,Intel,8,3.7,NVIDIA,NVIDIA GeForce,32,512.0,15.6,2979,6177,4898,1566,3.13
ASUS,Student,Intel,6,3.2,Intel,Intel UHD,8,512.0,15.6,1891,544,1083,546,1.98
Dell,Professional,Intel,8,2.7,NVIDIA,NVIDIA GeForce,16,1024.0,14.0,2124,1051,1480,1831,0.81
MSI,Basic,Intel,4,2.4,Intel,Intel UHD,4,512.0,15.6,960,278,551,434,1.27
ASUS,Student,Intel,4,2.9,Intel,Intel Iris Xe,16,256.0,16.0,1158,1406,1307,422,3.1
Lenovo,Professional,AMD,8,2.7,NVIDIA,NVIDIA RTX,32,512.0,17.3,2180,1220,1604,2134,0.75
Acer,Student,AMD,6,2.3,AMD,AMD Radeon,16,512.0,13.3,1406,800,1042,814,1.28
Dell,Gaming,AMD,8,4.3,NVIDIA,NVIDIA GeForce,32,512.0,15.6,3455,11611,8349,2974,2.81
ASUS,Gaming,AMD,12,3.3,NVIDIA,NVIDIA RTX,16,512.0,14.0,4007,7002,5804,1108,5.24
ASUS,Gaming,Intel,8,4.3,NVIDIA,NVIDIA RTX,32,1024.0,16.0,3426,12886,9102,3083,2.95
Lenovo,Gaming,AMD,16,3.4,NVIDIA,NVIDIA GeForce,32,512.0,15.6,5511,9992,8199,1301,6.3
HP,Professional,Intel,8,3.4,NVIDIA,NVIDIA RTX,32,1024.0,14.0,2705,3595,3239,1450,2.23
Lenovo,Professional,Intel,8,2.8,NVIDIA,NVIDIA RTX,16,512.0,15.6,2270,2806,2591,2484,1.04
ASUS,Basic,AMD,2,2.5,AMD,AMD Radeon,4,256.0,17.3,510,414,453,345,1.31
ASUS,Basic,Intel,2,2.7,Intel,Intel Iris Xe,4,128.0,13.3,548,771,682,289,2.36
Razer,Gaming,AMD,12,4.0,AMD,AMD Radeon,16,512.0,15.6,4795,10437,8180,1758,4.65
HP,Basic,Intel,2,1.7,AMD,AMD Radeon,4,256.0,16.0,349,483,429,386,1.11
Lenovo,Student,AMD,6,2.5,AMD,AMD Radeon,8,512.0,16.0,1504,1428,1458,731,1.99
ASUS,Gaming,AMD,12,4.4,AMD,AMD Radeon,16,1024.0,15.6,5303,10374,8346,2406,3.47
Lenovo,Professional,Intel,12,2.7,NVIDIA,NVIDIA GeForce,16,512.0,15.6,3222,2764,2947,1557,1.89
HP,Student,AMD,4,2.3,Intel,Intel Iris Xe,8,512.0,15.6,935,1312,1161,486,2.39
Dell,Basic,Intel,4,2.6,AMD,AMD Radeon,4,128.0,15.6,1053,332,620,543,1.14
Dell,Basic,Intel,2,2.4,Intel,Intel UHD,8,256.0,13.3,489,588,548,216,2.54
Dell,Student,Intel,6,3.1,Intel,Intel UHD,16,256.0,14.0,1846,854,1251,687,1.82
Lenovo,Basic,Intel,2,2.4,AMD,AMD Radeon,8,256.0,15.6,474,703,612,398,1.54
HP,Basic,Intel,4,2.6,Intel,Intel Iris Xe,8,128.0,15.6,1020,552,739,425,1.74
Dell,Student,Intel,4,3.3,Intel,Intel UHD,8,256.0,14.0,1310,559,860,599,1.44
HP,Gaming,AMD,8,3.4,NVIDIA,NVIDIA GeForce,32,512.0,14.0,2755,7644,5688,1645,3.46
Acer,Basic,Intel,2,2.1,Intel,Intel Iris Xe,4,256.0,16.0,418,319,359,318,1.13
ASUS,Student,AMD,6,3.2,AMD,AMD Radeon,16,512.0,14.0,1923,983,1359,844,1.61
Dell,Student,Intel,4,3.1,Intel,Intel Iris Xe,16,256.0,15.6,1225,680,898,738,1.22
ASUS,Basic,AMD,2,2.1,Intel,Intel UHD,8,128.0,15.6,414,352,377,194,1.94
HP,Student,Intel,6,2.0,Intel,Intel Iris Xe,8,256.0,15.6,1224,1434,1350,532,2.54
Dell,Professional,Intel,8,2.8,NVIDIA,NVIDIA GeForce,16,512.0,15.6,2204,3407,2926,2410,1.21
Razer,Student,Intel,4,2.2,AMD,AMD Radeon,8,256.0,14.0,890,1003,958,543,1.76
HP,Student,Intel,6,2.6,Intel,Intel UHD,8,256.0,15.6,1543,543,943,566,1.67
Dell,Professional,Intel,8,2.9,NVIDIA,NVIDIA RTX,16,512.0,15.6,2287,2584,2465,2176,1.13
HP,Professional,Intel,6,2.9,NVIDIA,NVIDIA RTX,16,512.0,15.6,1721,2322,2082,1641,1.27
Razer,Gaming,Intel,12,4.9,AMD,AMD Radeon,32,512.0,13.3,5869,13901,10688,1899,5.63
HP,Student,Intel,6,2.2,AMD,AMD Radeon,8,512.0,14.0,1302,1457,1395,425,3.28
HP,Basic,AMD,2,1.7,AMD,AMD Radeon,4,256.0,14.0,336,552,466,386,1.21
Dell,Basic,AMD,2,2.4,Intel,Intel Iris Xe,8,512.0,16.0,474,703,611,362,1.69
Dell,Student,AMD,4,2.6,Intel,Intel UHD,8,512.0,14.0,1045,1032,1037,794,1.31
HP,Student,AMD,4,2.4,AMD,AMD Radeon,8,256.0,14.0,964,524,700,479,1.46
Dell,Basic,AMD,4,2.7,AMD,AMD Radeon,4,512.0,16.0,1067,798,906,254,3.57
Lenovo,Professional,AMD,6,2.9,NVIDIA,NVIDIA GeForce,32,512.0,15.6,1715,1321,1478,1031,1.43
Acer,Basic,Intel,2,2.2,AMD,AMD Radeon,4,128.0,15.6,434,306,357,410,0.87
HP,Gaming,AMD,12,5.0,NVIDIA,NVIDIA GeForce,16,2048.0,13.3,6047,7133,6699,3725,1.8
HP,Basic,Intel,2,2.8,Intel,Intel UHD,4,128.0,15.6,551,506,524,560,0.94
Dell,Student,Intel,4,2.1,Intel,Intel Iris Xe,8,512.0,13.3,857,1142,1028,628,1.64
HP,Student,Intel,4,3.3,AMD,AMD Radeon,16,512.0,17.3,1309,1074,1168,829,1.41
Lenovo,Professional,AMD,8,3.3,AMD,AMD Radeon,16,512.0,14.0,2655,2707,2686,1529,1.76
Razer,Basic,AMD,2,1.8,AMD,AMD Radeon,8,128.0,16.0,359,681,552,252,2.19
Razer,Gaming,Intel,12,3.2,NVIDIA,NVIDIA RTX,16,2048.0,13.3,3850,9901,7481,1550,4.83
Lenovo,Basic,Intel,4,2.0,Intel,Intel UHD,4,128.0,14.0,787,741,760,482,1.58
HP,Gaming,Intel,8,4.1,NVIDIA,NVIDIA RTX,32,512.0,13.3,3303,12639,8905,1369,6.5
Lenovo,Basic,AMD,4,1.9,AMD,AMD Radeon,4,256.0,15.6,752,758,755,263,2.87
ASUS,Basic,Intel,2,1.9,AMD,AMD Radeon,4,128.0,15.6,389,267,316,232,1.36
HP,Basic,Intel,2,2.2,Intel,Intel UHD,4,128.0,14.0,449,252,331,496,0.67
ASUS,Student,Intel,6,3.5,AMD,AMD Radeon,16,256.0,15.6,2072,1149,1518,734,2.07
Acer,Basic,Intel,4,2.4,AMD,AMD Radeon,8,128.0,15.6,952,309,566,553,1.02
Dell,Gaming,AMD,8,4.0,NVIDIA,NVIDIA RTX,16,1024.0,14.0,3203,11794,8357,2466,3.39
Dell,Gaming,Intel,12,3.6,AMD,AMD Radeon,16,512.0,15.6,4331,9201,7253,2880,2.52
Apple,Gaming,AMD,8,4.5,AMD,AMD Radeon,16,512.0,14.0,3610,13669,9646,3166,3.05
Lenovo,Gaming,Intel,8,5.1,NVIDIA,NVIDIA RTX,32,1024.0,14.0,4053,7818,6312,2801,2.25
HP,Basic,AMD,2,2.6,AMD,AMD Radeon,4,256.0,13.3,530,291,386,153,2.52
Dell,Professional,AMD,8,3.1,NVIDIA,NVIDIA GeForce,32,1024.0,14.0,2516,2828,2703,2204,1.23
Lenovo,Student,Intel,4,2.5,Intel,Intel UHD,8,512.0,15.6,988,1059,1031,883,1.17
Dell,Student,Intel,4,3.3,AMD,AMD Radeon,8,512.0,17.3,1303,1222,1255,786,1.6
Acer,Professional,Intel,12,4.3,AMD,AMD Radeon,16,1024.0,15.6,5149,3845,4367,1396,3.13
HP,Student,AMD,4,3.0,AMD,AMD Radeon,8,512.0,14.0,1207,713,911,582,1.57
Dell,Basic,Intel,2,2.2,AMD,AMD Radeon,4,256.0,16.0,438,747,624,301,2.07
Apple,Student,Intel,6,3.5,Intel,Intel UHD,8,512.0,15.6,2090,761,1293,829,1.56
Dell,Student,AMD,4,2.2,AMD,AMD Radeon,8,256.0,16.0,864,982,935,601,1.56
ASUS,Professional,Intel,6,3.9,NVIDIA,NVIDIA RTX,32,1024.0,13.3,2316,3578,3073,1038,2.96
Lenovo,Student,AMD,4,2.5,AMD,AMD Radeon,8,256.0,14.0,982,1337,1195,369,3.24
ASUS,Basic,Intel,4,2.6,AMD,AMD Radeon,4,128.0,13.3,1060,415,673,241,2.79
Lenovo,Professional,Intel,6,3.9,AMD,AMD Radeon,16,512.0,13.3,2346,3560,3075,1569,1.96
Razer,Professional,AMD,6,2.7,AMD,AMD Radeon,16,512.0,15.6,1619,2572,2191,1170,1.87
ASUS,Student,Intel,6,2.8,Intel,Intel Iris Xe,8,256.0,16.0,1658,968,1244,815,1.53
Acer,Basic,Intel,2,2.8,Intel,Intel UHD,8,128.0,14.0,560,317,414,194,2.13
Apple,Professional,Intel,6,3.2,NVIDIA,NVIDIA GeForce,16,512.0,14.0,1920,2390,2202,1554,1.42
Lenovo,Basic,AMD,2,2.4,Intel,Intel Iris Xe,8,256.0,14.0,488,602,556,380,1.46
Acer,Professional,Intel,6,2.6,NVIDIA,NVIDIA RTX,16,512.0,15.6,1531,1105,1275,1684,0.76
Lenovo,Basic,Intel,2,2.5,Intel,Intel Iris Xe,4,256.0,15.6,497,367,419,239,1.75
HP,Gaming,Intel,16,3.7,NVIDIA,NVIDIA GeForce,32,2048.0,14.0,5942,10955,8950,3211,2.79
HP,Professional,Intel,8,2.8,AMD,AMD Radeon,16,512.0,15.6,2239,2051,2126,938,2.27
ASUS,Basic,Intel,2,2.7,AMD,AMD Radeon,4,128.0,17.3,540,370,438,537,0.82
Lenovo,Student,Intel,4,3.4,Intel,Intel Iris Xe,8,256.0,14.0,1377,615,920,526,1.75
HP,Gaming,Intel,12,4.1,AMD,AMD Radeon,16,512.0,15.6,4963,11276,8751,1277,6.85
ASUS,Student,Intel,6,3.3,AMD,AMD Radeon,8,256.0,15.6,1966,797,1264,558,2.27
ASUS,Student,Intel,4,2.6,Intel,Intel Iris Xe,8,512.0,15.6,1022,1101,1070,657,1.63
Lenovo,Professional,Intel,12,3.7,NVIDIA,NVIDIA RTX,32,1024.0,16.0,4466,2000,2986,2042,1.46
Acer,Student,Intel,4,2.1,AMD,AMD Radeon,8,256.0,15.6,832,1424,1187,891,1.33
ASUS,Student,AMD,4,2.1,AMD,AMD Radeon,16,256.0,15.6,857,888,876,824,1.06
Acer,Gaming,Intel,16,5.5,NVIDIA,NVIDIA RTX,16,1024.0,17.3,8794,9076,8963,2553,3.51
Dell,Basic,AMD,2,2.3,AMD,AMD Radeon,4,256.0,17.3,455,442,447,442,1.01
Lenovo,Student,Intel,6,3.1,Intel,Intel UHD,16,256.0,15.6,1870,1132,1427,629,2.27
HP,Student,Intel,6,3.2,Intel,Intel Iris Xe,8,256.0,15.6,1946,639,1162,659,1.76
Dell,Professional,Intel,8,3.2,AMD,AMD Radeon,16,512.0,14.0,2527,3589,3164,1794,1.76
Lenovo,Professional,AMD,8,4.3,NVIDIA,NVIDIA RTX,16,1024.0,17.3,3432,2247,2721,1841,1.48
HP,Professional,AMD,6,4.0,NVIDIA,NVIDIA RTX,16,1024.0,15.6,2382,1169,1654,1872,0.88
HP,Basic,Intel,2,2.7,Intel,Intel UHD,8,256.0,17.3,548,205,343,389,0.88
Dell,Professional,Intel,8,3.5,NVIDIA,NVIDIA RTX,32,512.0,15.6,2798,1099,1778,2001,0.89
Dell,Basic,Intel,2,2.6,AMD,AMD Radeon,4,128.0,16.0,511,339,408,186,2.19
ASUS,Student,AMD,6,2.9,AMD,AMD Radeon,8,256.0,13.3,1760,820,1196,485,2.47
ASUS,Student,Intel,6,3.2,AMD,AMD Radeon,8,256.0,16.0,1916,965,1345,567,2.37
Lenovo,Professional,Intel,8,3.2,AMD,AMD Radeon,16,1024.0,14.0,2569,3308,3013,1151,2.62
HP,Gaming,Intel,12,4.9,AMD,AMD Radeon,32,512.0,17.3,5842,9444,8003,3640,2.2
Lenovo,Gaming,AMD,8,3.4,AMD,AMD Radeon,16,1024.0,15.6,2708,6852,5194,3794,1.37
MSI,Professional,Intel,6,4.3,AMD,AMD Radeon,16,512.0,13.3,2565,1328,1823,1406,1.3
Lenovo,Professional,Intel,8,3.7,AMD,AMD Radeon,16,1024.0,15.6,2921,3004,2971,2420,1.23
Lenovo,Professional,AMD,12,3.0,AMD,AMD Radeon,16,512.0,15.6,3552,3783,3691,1445,2.55
Dell,Gaming,AMD,12,4.9,NVIDIA,NVIDIA GeForce,16,1024.0,16.0,5923,6867,6490,2132,3.04
ASUS,Student,Intel,6,3.2,AMD,AMD Radeon,8,256.0,13.3,1940,615,1145,581,1.97
HP,Gaming,AMD,12,3.8,AMD,AMD Radeon,16,1024.0,15.6,4527,14951,10781,3255,3.31
Dell,Professional,Intel,12,3.2,NVIDIA,NVIDIA GeForce,32,1024.0,13.3,3781,1055,2145,1333,1.61
HP,Student,Intel,4,3.0,AMD,AMD Radeon,8,512.0,14.0,1186,1334,1275,506,2.52
HP,Basic,Intel,2,2.8,Intel,Intel Iris Xe,4,256.0,14.0,558,617,594,318,1.87
Dell,Student,Intel,6,2.2,AMD,AMD Radeon,16,512.0,15.6,1339,1130,1214,814,1.49
MSI,Professional,Intel,8,2.6,NVIDIA,NVIDIA RTX,16,512.0,13.3,2053,2219,2152,1875,1.15
HP,Student,Intel,6,2.0,Intel,Intel UHD,8,512.0,14.0,1220,821,981,495,1.98
ASUS,Basic,AMD,2,1.8,Intel,Intel UHD,4,256.0,15.6,360,790,618,373,1.66
Acer,Gaming,Intel,16,4.1,NVIDIA,NVIDIA RTX,32,2048.0,15.6,6609,5600,6003,2415,2.49
Dell,Gaming,Intel,12,3.2,NVIDIA,NVIDIA GeForce,32,1024.0,17.3,3861,14723,10378,2907,3.57
Dell,Basic,AMD,2,1.7,AMD,AMD Radeon,4,128.0,15.6,341,489,430,538,0.8
Acer,Basic,Intel,2,1.9,AMD,AMD Radeon,4,128.0,16.0,375,728,587,356,1.65
HP,Student,Intel,6,3.4,Intel,Intel Iris Xe,8,256.0,17.3,2049,1153,1512,712,2.12
Lenovo,Gaming,Intel,12,3.4,AMD,AMD Radeon,16,512.0,15.6,4088,7518,6146,3242,1.9
Dell,Professional,AMD,6,3.3,NVIDIA,NVIDIA RTX,16,1024.0,13.3,1981,2607,2357,1825,1.29
Apple,Gaming,Intel,12,3.3,AMD,AMD Radeon,16,512.0,15.6,3948,10971,8162,3067,2.66
Lenovo,Professional,Intel,12,3.0,NVIDIA,NVIDIA GeForce,16,512.0,15.6,3638,2369,2876,1618,1.78
HP,Student,Intel,4,2.9,AMD,AMD Radeon,8,256.0,13.3,1150,1440,1324,767,1.73
Acer,Professional,Intel,8,2.7,AMD,AMD Radeon,16,512.0,14.0,2186,1190,1588,2045,0.78
ASUS,Gaming,Intel,8,3.7,NVIDIA,NVIDIA RTX,32,1024.0,15.6,2983,5240,4337,2453,1.77
Dell,Professional,Intel,8,4.3,NVIDIA,NVIDIA RTX,16,1024.0,15.6,3407,2993,3159,2022,1.56
Acer,Gaming,AMD,8,4.6,NVIDIA,NVIDIA RTX,16,512.0,16.0,3644,5212,4585,2785,1.65
ASUS,Student,Intel,4,2.1,Intel,Intel UHD,8,256.0,17.3,830,1043,958,852,1.12
HP,Student,Intel,4,2.1,AMD,AMD Radeon,16,256.0,15.6,849,1362,1157,595,1.94
Dell,Student,AMD,6,3.3,Intel,Intel UHD,8,256.0,16.0,1989,943,1362,489,2.79
Dell,Professional,Intel,12,2.9,NVIDIA,NVIDIA RTX,32,1024.0,16.0,3469,2681,2996,1218,2.46
HP,Student,Intel,4,2.9,Intel,Intel Iris Xe,8,512.0,15.6,1178,546,799,503,1.59
Acer,Student,AMD,4,3.4,Intel,Intel UHD,8,256.0,15.6,1378,922,1104,503,2.19
Dell,Student,AMD,4,3.0,AMD,AMD Radeon,16,256.0,17.3,1187,1357,1289,877,1.47
ASUS,Gaming,Intel,16,5.1,NVIDIA,NVIDIA GeForce,32,512.0,15.6,8088,13092,11091,3807,2.91
ASUS,Gaming,Intel,8,3.9,NVIDIA,NVIDIA GeForce,32,512.0,14.0,3128,5443,4517,1098,4.11
Acer,Student,Intel,4,2.7,AMD,AMD Radeon,8,512.0,15.6,1068,1005,1030,877,1.17
Acer,Basic,Intel,4,2.6,AMD,AMD Radeon,4,128.0,14.0,1041,633,796,397,2.01
Lenovo,Student,Intel,6,2.9,Intel,Intel UHD,8,256.0,13.3,1735,989,1287,643,2.0
Acer,Student,Intel,4,2.4,AMD,AMD Radeon,8,256.0,17.3,967,1008,991,778,1.27
ASUS,Basic,Intel,2,2.7,AMD,AMD Radeon,8,128.0,13.3,531,473,496,403,1.23
ASUS,Student,Intel,4,2.2,Intel,Intel Iris Xe,8,256.0,14.0,883,874,877,527,1.66
Dell,Student,Intel,6,2.4,AMD,AMD Radeon,8,512.0,16.0,1421,1116,1238,548,2.26
Dell,Professional,Intel,6,3.6,NVIDIA,NVIDIA RTX,16,1024.0,14.0,2172,2084,2119,1429,1.48
Lenovo,Student,Intel,6,3.3,AMD,AMD Radeon,16,256.0,16.0,1999,975,1385,930,1.49
Razer,Student,Intel,6,2.5,Intel,Intel Iris Xe,8,256.0,16.0,1522,724,1043,396,2.63
HP,Student,AMD,4,2.5,AMD,AMD Radeon,16,256.0,17.3,1008,1475,1288,731,1.76
Lenovo,Gaming,AMD,12,4.6,NVIDIA,NVIDIA GeForce,16,512.0,14.0,5575,10189,8344,2855,2.92
ASUS,Basic,Intel,4,2.2,Intel,Intel Iris Xe,4,128.0,16.0,883,300,533,365,1.46
HP,Basic,Intel,4,1.7,AMD,AMD Radeon,4,256.0,15.6,687,486,566,360,1.57
Lenovo,Basic,AMD,2,2.5,AMD,AMD Radeon,4,128.0,14.0,501,453,472,471,1.0
Lenovo,Student,Intel,4,3.1,Intel,Intel Iris Xe,8,256.0,15.6,1259,1239,1247,459,2.72
HP,Student,AMD,6,2.5,AMD,AMD Radeon,8,512.0,16.0,1500,1190,1314,581,2.26
HP,Professional,AMD,8,3.4,NVIDIA,NVIDIA GeForce,16,1024.0,15.6,2718,2284,2457,1825,1.35
Dell,Student,AMD,6,2.7,AMD,AMD Radeon,8,512.0,14.0,1645,1240,1402,725,1.93
Dell,Gaming,Intel,16,3.1,AMD,AMD Radeon,16,1024.0,15.6,4929,5015,4980,3619,1.38
Acer,Student,Intel,4,2.8,AMD,AMD Radeon,8,256.0,15.6,1111,1187,1156,736,1.57
Lenovo,Student,Intel,4,2.9,AMD,AMD Radeon,16,512.0,15.6,1148,1274,1224,532,2.3
ASUS,Gaming,Intel,8,3.7,AMD,AMD Radeon,32,512.0,15.6,2923,12206,8493,3323,2.56
Lenovo,Student,AMD,4,3.0,Intel,Intel Iris Xe,8,256.0,15.6,1205,556,816,680,1.2
Acer,Basic,Intel,2,2.1,Intel,Intel UHD,4,128.0,16.0,415,491,461,278,1.66
Dell,Professional,AMD,6,4.4,NVIDIA,NVIDIA GeForce,32,1024.0,16.0,2612,1132,1724,1592,1.08
Apple,Student,Intel,6,2.8,AMD,AMD Radeon,8,512.0,13.3,1684,1345,1480,458,3.23
HP,Basic,AMD,4,1.7,Intel,Intel UHD,4,256.0,13.3,670,668,669,446,1.5
Acer,Basic,Intel,4,1.7,AMD,AMD Radeon,4,128.0,14.0,666,568,607,188,3.23
MSI,Gaming,AMD,12,4.1,NVIDIA,NVIDIA RTX,32,2048.0,15.6,4944,11502,8879,1348,6.59
Razer,Basic,Intel,4,2.6,Intel,Intel UHD,8,256.0,15.6,1042,738,860,305,2.82
Lenovo,Basic,Intel,4,2.0,Intel,Intel UHD,4,128.0,14.0,796,720,750,453,1.66
Acer,Student,AMD,6,3.4,AMD,AMD Radeon,8,256.0,15.6,2050,815,1309,761,1.72
MSI,Basic,Intel,2,2.6,Intel,Intel UHD,4,512.0,14.0,529,768,672,194,3.46
HP,Professional,Intel,6,4.2,AMD,AMD Radeon,16,1024.0,15.6,2530,1889,2145,2338,0.92
Apple,Student,Intel,4,3.4,AMD,AMD Radeon,8,256.0,14.0,1373,1308,1334,494,2.7
Acer,Basic,AMD,4,1.7,AMD,AMD Radeon,4,256.0,15.6,672,331,467,421,1.11
Dell,Basic,Intel,4,2.4,Intel,Intel Iris Xe,8,512.0,15.6,960,435,645,334,1.93
Razer,Gaming,Intel,8,4.7,NVIDIA,NVIDIA RTX,32,512.0,15.6,3747,13125,9374,2784,3.37
Dell,Basic,Intel,4,2.5,Intel,Intel UHD,4,256.0,15.6,990,344,602,411,1.46
Dell,Student,Intel,6,3.0,AMD,AMD Radeon,8,512.0,15.6,1822,1336,1530,799,1.91
Razer,Student,Intel,4,3.2,Intel,Intel Iris Xe,8,256.0,15.6,1291,1207,1241,774,1.6
Lenovo,Professional,AMD,8,4.1,NVIDIA,NVIDIA RTX,16,512.0,16.0,3246,1643,2284,1954,1.17
HP,Professional,Intel,8,4.4,AMD,AMD Radeon,16,512.0,15.6,3547,1155,2112,1335,1.58
MSI,Student,AMD,4,2.7,Intel,Intel UHD,8,512.0,13.3,1092,971,1019,657,1.55
Lenovo,Basic,Intel,4,2.0,Intel,Intel Iris Xe,4,256.0,15.6,797,453,590,315,1.87
ASUS,Professional,AMD,8,3.2,AMD,AMD Radeon,16,512.0,14.0,2549,1058,1654,2108,0.78
HP,Gaming,AMD,8,3.9,AMD,AMD Radeon,16,1024.0,15.6,3118,12982,9036,3422,2.64
HP,Student,Intel,6,3.0,AMD,AMD Radeon,8,512.0,17.3,1830,1207,1456,904,1.61
HP,Basic,Intel,2,2.1,Intel,Intel UHD,4,128.0,17.3,414,678,572,328,1.74
ASUS,Student,Intel,6,2.2,Intel,Intel Iris Xe,8,256.0,17.3,1317,1052,1158,535,2.16
HP,Basic,Intel,2,1.9,Intel,Intel UHD,4,128.0,14.0,378,351,362,164,2.21
ASUS,Gaming,Intel,12,4.6,NVIDIA,NVIDIA RTX,16,2048.0,16.0,5492,12022,9410,2012,4.68
Acer,Gaming,Intel,16,4.4,NVIDIA,NVIDIA RTX,16,1024.0,16.0,7107,11336,9644,3737,2.58
HP,Student,AMD,6,2.6,Intel,Intel UHD,8,256.0,16.0,1574,591,984,480,2.05
ASUS,Student,AMD,4,2.2,AMD,AMD Radeon,8,256.0,15.6,878,1424,1206,492,2.45
ASUS,Professional,AMD,6,2.7,AMD,AMD Radeon,16,512.0,16.0,1614,2596,2203,1097,2.01
Lenovo,Gaming,Intel,8,3.3,NVIDIA,NVIDIA GeForce,16,1024.0,15.6,2606,6893,5178,2040,2.54
Dell,Basic,Intel,4,2.7,AMD,AMD Radeon,4,128.0,17.3,1097,603,800,528,1.52
Lenovo,Student,Intel,6,2.1,AMD,AMD Radeon,8,256.0,15.6,1246,838,1001,453,2.21
ASUS,Professional,AMD,8,3.4,NVIDIA,NVIDIA RTX,16,1024.0,14.0,2739,2961,2872,2004,1.43
HP,Student,Intel,4,3.1,Intel,Intel UHD,16,512.0,15.6,1226,1111,1157,398,2.91
HP,Basic,AMD,4,1.6,AMD,AMD Radeon,4,128.0,14.0,655,335,463,344,1.35
Lenovo,Gaming,Intel,8,4.3,AMD,AMD Radeon,16,2048.0,16.0,3469,11913,8535,2031,4.2
Lenovo,Student,Intel,6,2.5,Intel,Intel Iris Xe,8,256.0,16.0,1521,535,929,499,1.86
ASUS,Gaming,Intel,12,5.0,AMD,AMD Radeon,16,1024.0,15.6,6007,9112,7870,1663,4.73
Acer,Professional,Intel,6,3.6,NVIDIA,NVIDIA GeForce,16,1024.0,14.0,2169,3016,2677,2384,1.12
Razer,Student,Intel,4,2.3,AMD,AMD Radeon,8,512.0,14.0,915,1293,1142,648,1.76
ASUS,Student,AMD,4,2.9,Intel,Intel UHD,8,256.0,15.6,1157,520,775,750,1.03
Apple,Basic,Intel,2,2.8,Intel,Intel Iris Xe,4,128.0,16.0,554,758,677,235,2.88
Lenovo,Student,AMD,6,2.4,AMD,AMD Radeon,16,512.0,15.6,1419,1063,1206,702,1.72
Lenovo,Gaming,AMD,16,4.0,NVIDIA,NVIDIA RTX,32,512.0,14.0,6366,7802,7228,1044,6.92
