Brand,Usage_Type,CPU_Brand,CPU_Cores,CPU_Frequency_GHz,GPU_Brand,GPU_Model,RAM_GB,Storage_GB,Screen_Size,CPU_Performance_Score,GPU_Performance_Score,Overall_Performance_Score,Price_USD,Price_Performance_Ratio,Perf_Per_Core,RAM_Storage_Ratio,GPU_Weight,CPU_Cores_scaled,CPU_Frequency_GHz_scaled,RAM_GB_scaled,Storage_GB_scaled,CPU_Performance_Score_scaled,GPU_Performance_Score_scaled,Overall_Performance_Score_scaled,Price_USD_scaled,Price_Performance_Ratio_scaled,Perf_Per_Core_scaled,RAM_Storage_Ratio_scaled,GPU_Weight_scaled
MSI,Basic,Intel,4,2.4,Intel,Intel UHD,4,256.0,16.0,963,374,610,324,1.88,152.5,1.56,0.28,-0.6894491538759353,-0.7659073547979727,-1.1075504313542086,-0.7032204076667893,-0.7276106066593863,-0.6979099747828015,-0.737283513313751,-0.9170338338209473,-0.23042192303138562,-0.8673193732629514,-0.9492766384969085,-1.4735915044074723
Lenovo,Basic,AMD,2,2.2,Intel,Intel Iris Xe,4,128.0,13.3,448,668,580,484,1.2,290.0,3.12,0.599,-1.2528972314127096,-0.9873438607658365,-1.1075504313542086,-1.0104712684715034,-1.0260710405471705,-0.6202041721658046,-0.7478861813325629,-0.7458095916274609,-0.7671817660026251,-0.27239688793691896,0.003681258028163031,0.7784447446922296
ASUS,Basic,Intel,2,1.8,AMD,AMD Radeon,4,256.0,16.0,360,732,583,256,2.28,291.5,1.56,0.67,-1.2528972314127096,-1.4302168727015647,-1.1075504313542086,-0.7032204076667893,-1.077070104978481,-0.6032886232967984,-0.7468259145306817,-0.989804136753179,0.08531916106934347,-0.26590682446063496,-0.9492766384969085,1.2796816527990604
ASUS,Student,Intel,4,2.9,AMD,AMD Radeon,8,512.0,14.0,1166,1142,1152,655,1.76,288.0,1.56,0.495,-0.6894491538759353,-0.2123160898783125,-0.6911193813549762,-0.08871868605736126,-0.6099650375735219,-0.4949233883547279,-0.545728644440549,-0.5628136827831722,-0.32514424826160426,-0.2810503059052976,-0.9492766384969085,0.044238569437154394
Lenovo,Student,Intel,4,2.7,Intel,Intel Iris Xe,8,512.0,16.0,1073,1407,1274,472,2.7,318.5,1.56,0.567,-0.6894491538759353,-0.43375259584617626,-0.6911193813549762,-0.08871868605736126,-0.663861776120248,-0.4248824438189993,-0.5026111278307139,-0.7586514097919723,0.41684729937510934,-0.14908568188752316,-0.9492766384969085,0.5525351523060524
MSI,Student,AMD,4,3.0,Intel,Intel UHD,16,256.0,13.3,1182,1329,1270,665,1.91,317.5,6.25,0.529,-0.6894491538759353,-0.10159783689438036,0.14174271864348867,-0.7032204076667893,-0.6006924804041927,-0.4454982690031005,-0.5040248168998889,-0.5521121676460793,-0.2067413417238309,-0.1534123908717125,1.9157057555432102,0.2842675113474677
ASUS,Basic,Intel,4,2.1,Intel,Intel UHD,8,256.0,15.6,851,554,673,456,1.48,168.2,3.12,0.394,-0.6894491538759353,-1.0980621137497686,-0.6911193813549762,-0.7032204076667893,-0.7925185068446908,-0.6503349935887217,-0.715017910474246,-0.7757738340113209,-0.5461630071321146,-0.7993900422111789,0.003681258028163031,-0.6687885815317167
Lenovo,Gaming,AMD,12,3.3,NVIDIA,NVIDIA RTX,32,1024.0,14.0,3906,9373,7186,3147,2.28,598.8,3.12,0.706,1.5643431562711612,0.23055692205741557,1.8074669186404184,1.1402847571614947,0.9779603776741059,1.6805747794701085,1.5868213164098208,2.1040038893803787,0.08531916106934347,1.0636908463807448,0.003681258028163031,1.533829944233509
Acer,Student,Intel,6,3.2,Intel,Intel UHD,8,256.0,15.6,1945,940,1342,584,2.3,223.7,3.12,0.326,-0.12600107633916122,0.11983866907348392,-0.6911193813549762,-0.7032204076667893,-0.1585074103918058,-0.5483130894725284,-0.4785784136547403,-0.6387944402565319,0.10110621527437993,-0.5592576935886714,0.003681258028163031,-1.148846465352343
Apple,Professional,Intel,12,3.9,NVIDIA,NVIDIA GeForce,32,512.0,14.0,4630,3446,3919,2013,1.95,326.6,6.25,0.427,1.5643431562711612,0.8948664399610079,1.8074669186404184,-0.08871868605736126,1.397543589586253,0.11403637092949315,0.4321907691612032,0.8904520728340438,-0.17516723331375797,-0.11403933911558951,1.9157057555432102,-0.4358193143834718
HP,Student,AMD,6,2.7,Intel,Intel Iris Xe,16,512.0,17.3,1629,1232,1391,779,1.79,231.8,3.12,0.431,-0.12600107633916122,-0.43375259584617626,0.14174271864348867,-0.08871868605736126,-0.3416404144860578,-0.471135897757688,-0.46126072255734746,-0.43011489508322026,-0.3014636669540495,-0.5242113508167378,0.003681258028163031,-0.4075806153351997
Apple,Basic,Intel,2,1.6,Intel,Intel UHD,8,128.0,13.3,321,278,295,269,1.1,147.5,6.25,0.464,-1.2528972314127096,-1.6516533786694287,-0.6911193813549762,-1.0104712684715034,-1.099671963078721,-0.7232832980863108,-0.8486115275112761,-0.9758921670749582,-0.8461170370278073,-0.888952918183898,1.9157057555432102,-0.17461134818695442
Dell,Basic,Intel,4,2.7,Intel,Intel Iris Xe,8,256.0,15.6,1071,776,894,332,2.69,223.5,3.12,0.42,-0.6894491538759353,-0.43375259584617626,-0.6911193813549762,-0.7032204076667893,-0.6650208457664141,-0.5916591834493568,-0.6369115894023315,-0.908472621711273,0.40895377227259094,-0.5601230353855091,0.003681258028163031,-0.4852370377179481
HP,Student,AMD,6,2.8,Intel,Intel UHD,8,256.0,14.0,1677,1106,1335,935,1.43,222.5,3.12,0.397,-0.12600107633916122,-0.32303434286224464,-0.6911193813549762,-0.7032204076667893,-0.31382274297807017,-0.5044383845935438,-0.4810523695257964,-0.263171258944571,-0.5856306426447059,-0.5644497443696985,0.003681258028163031,-0.6476095572455126
Lenovo,Professional,Intel,6,4.3,NVIDIA,NVIDIA GeForce,16,512.0,16.0,2582,2871,2755,968,2.85,459.2,3.12,0.526,-0.12600107633916122,1.337739451896736,0.14174271864348867,-0.08871868605736126,0.21065627191211353,-0.03793926344048388,0.020807250031300916,-0.2278562589921644,0.5352502059128827,0.459682272187915,0.003681258028163031,0.2630884870612636
Razer,Student,Intel,6,2.4,AMD,AMD Radeon,16,512.0,15.6,1458,1079,1231,777,1.58,205.2,3.12,0.425,-0.12600107633916122,-0.7659073547979727,0.14174271864348867,-0.08871868605736126,-0.4407408692332638,-0.5115746317726558,-0.5178082853243444,-0.43225519811063884,-0.4672277361069323,-0.6393018097961739,0.003681258028163031,-0.4499386639076079
Lenovo,Student,Intel,4,2.7,Intel,Intel UHD,8,512.0,15.6,1069,800,908,741,1.23,227.0,1.56,0.428,-0.6894491538759353,-0.43375259584617626,-0.6911193813549762,-0.08871868605736126,-0.6661799154125803,-0.5853158526234794,-0.6319636776602193,-0.4707806526041733,-0.7435011846950704,-0.5449795539408465,-0.9492766384969085,-0.4287596396214038
HP,Student,Intel,6,2.2,AMD,AMD Radeon,8,512.0,13.3,1324,584,880,810,1.09,146.7,1.56,0.306,-0.12600107633916122,-0.9873438607658365,-0.6911193813549762,-0.08871868605736126,-0.5183985355263959,-0.6424058300563751,-0.6418595011444438,-0.3969401981582322,-0.8540105641303255,-0.8924142853712494,-0.9492766384969085,-1.2900399605937036
ASUS,Professional,AMD,6,2.9,NVIDIA,NVIDIA RTX,16,512.0,13.3,1749,2299,2079,1118,1.86,346.5,3.12,0.568,-0.12600107633916122,-0.2123160898783125,0.14174271864348867,-0.08871868605736126,-0.27209623571608865,-0.18912198145722625,-0.2181062026592609,-0.0673335319357709,-0.2462089772364219,-0.02793783033022202,0.003681258028163031,0.5595948270681205
HP,Professional,Intel,8,3.0,AMD,AMD Radeon,32,1024.0,15.6,2382,1702,1974,2456,0.8,246.8,3.12,0.417,0.43744700119761293,-0.10159783689438036,1.8074669186404184,1.1402847571614947,0.09474930729549835,-0.3469123357509241,-0.2552155407251026,1.3645291934072592,-1.082922850103354,-0.4593107160538978,0.003681258028163031,-0.5064160620041522
Lenovo,Basic,Intel,4,2.0,Intel,Intel Iris Xe,4,512.0,15.6,806,594,679,230,2.95,169.8,0.78,0.424,-0.6894491538759353,-1.2087803667337007,-1.1075504313542086,-0.08871868605736126,-0.8185975738834292,-0.6397627755455929,-0.7128973768704836,-1.0176280761096206,0.614185476938065,-0.7924673078364759,-1.4257555867594445,-0.45699833866967593
HP,Student,Intel,4,2.1,Intel,Intel Iris Xe,8,512.0,15.6,824,737,772,490,1.58,193.0,1.56,0.472,-0.6894491538759353,-1.0980621137497686,-0.6911193813549762,-0.08871868605736126,-0.8081659470679339,-0.6019670960414073,-0.6800291060121667,-0.7393886825452051,-0.4672277361069323,-0.6920876594032837,-0.9492766384969085,-0.1181339500904105
Lenovo,Professional,Intel,6,3.6,NVIDIA,NVIDIA RTX,16,512.0,13.3,2174,1220,1602,1499,1.07,267.0,3.12,0.359,-0.12600107633916122,0.562711681009212,0.14174271864348867,-0.08871868605736126,-0.025793935905781433,-0.4743075631706266,-0.38668862415837035,0.34039419478746863,-0.869797618335362,-0.3719111945732735,0.003681258028163031,-0.9158771982040981
Lenovo,Basic,Intel,4,1.7,Intel,Intel UHD,8,128.0,13.3,685,499,573,460,1.25,143.2,6.25,0.421,-0.6894491538759353,-1.5409351256854968,-0.6911193813549762,-1.0104712684715034,-0.8887212874764814,-0.6648717933980239,-0.750360137203619,-0.7714932279564838,-0.727714130490034,-0.9075577668159122,1.9157057555432102,-0.4781773629558801
HP,Student,Intel,4,3.0,AMD,AMD Radeon,16,512.0,16.0,1194,1107,1142,584,1.96,285.5,3.12,0.481,-0.6894491538759353,-0.10159783689438036,0.14174271864348867,-0.08871868605736126,-0.5937380625271957,-0.5041740791424656,-0.5492628671134864,-0.6387944402565319,-0.16727370621123971,-0.2918670783657709,0.003681258028163031,-0.054596877231798145
ASUS,Professional,Intel,12,4.3,NVIDIA,NVIDIA RTX,16,512.0,15.6,5191,1735,3117,1180,2.64,259.8,3.12,0.251,1.5643431562711612,1.337739451896736,0.14174271864348867,-0.08871868605736126,1.7226626253358586,-0.33819025586534285,0.14874611079163136,-0.000984138085794902,0.36948613676,-0.4030634992594366,0.003681258028163031,-1.6783220725074455
ASUS,Gaming,Intel,8,3.6,AMD,AMD Radeon,32,512.0,15.6,2902,6317,4951,1913,2.59,618.9,6.25,0.685,0.43744700119761293,0.562711681009212,1.8074669186404184,-0.08871868605736126,0.3961074152986978,0.8728573209750654,0.7969225490083331,0.7834369214631147,0.3300185012474086,1.1506576969629503,1.9157057555432102,1.3855767742300809
Acer,Basic,AMD,4,2.0,AMD,AMD Radeon,8,128.0,16.0,794,496,615,352,1.75,153.8,6.25,0.384,-0.6894491538759353,-1.2087803667337007,-0.6911193813549762,-1.0104712684715034,-0.8255519917604262,-0.6656647097512586,-0.7355164019772823,-0.8870695914370871,-0.3330377753641225,-0.8616946515835051,1.9157057555432102,-0.7393853291523971
Dell,Basic,AMD,2,2.5,Intel,Intel Iris Xe,8,128.0,15.6,509,732,642,239,2.69,321.0,6.25,0.59,-1.2528972314127096,-0.6551891018140406,-0.6911193813549762,-1.0104712684715034,-0.9907194163391028,-0.6032886232967984,-0.7259740007603517,-1.007996712486237,0.40895377227259094,-0.13826890942704984,1.9157057555432102,0.7149076718336173
HP,Student,AMD,4,2.5,AMD,AMD Radeon,8,256.0,17.3,1019,1249,1157,581,1.99,289.2,3.12,0.551,-0.6894491538759353,-0.6551891018140406,-0.6911193813549762,-0.7032204076667893,-0.6951566565667341,-0.46664270508935823,-0.5439615331040805,-0.6420048947976597,-0.143593124903685,-0.2758582551242705,0.003681258028163031,0.43958035611296453
Lenovo,Gaming,Intel,16,3.4,AMD,AMD Radeon,32,1024.0,16.0,5451,10201,8301,3435,2.42,518.8,3.12,0.652,2.6912393113447095,0.3412751750413477,1.8074669186404184,1.1402847571614947,1.8733416793374582,1.8994196929628753,1.9808871444423302,2.4122075253286543,0.19582854050459877,0.7175541276455987,0.003681258028163031,1.1526075070818356
Lenovo,Basic,Intel,2,2.3,AMD,AMD Radeon,4,256.0,15.6,455,783,652,273,2.39,326.0,1.56,0.632,-1.2528972314127096,-0.8766256077819048,-1.1075504313542086,-0.7032204076667893,-1.0220142967855887,-0.5898090452918092,-0.7224397780874143,-0.971611561020121,0.17214795919704423,-0.1166353645061032,-0.9492766384969085,1.0114140118404749
ASUS,Basic,AMD,4,1.8,AMD,AMD Radeon,4,128.0,17.3,733,409,538,350,1.54,134.5,3.12,0.358,-0.6894491538759353,-1.4302168727015647,-1.1075504313542086,-1.0104712684715034,-0.8609036159684937,-0.6886592839950638,-0.7627299165588995,-0.8892098944645057,-0.49880184451700527,-0.9452001349783592,0.003681258028163031,-0.9229368729661661
HP,Professional,AMD,12,3.1,NVIDIA,NVIDIA RTX,16,512.0,14.0,3757,2854,3215,2309,1.39,267.9,3.12,0.432,1.5643431562711612,0.00912041608955178,0.14174271864348867,-0.08871868605736126,0.8916096890347277,-0.04243245610881364,0.18338149298641696,1.2072169208919936,-0.6172047510547788,-0.36801715648750316,0.003681258028163031,-0.40052094057313165
HP,Professional,AMD,8,3.9,NVIDIA,NVIDIA RTX,16,512.0,14.0,3093,2332,2636,1780,1.48,329.5,3.12,0.43,0.43744700119761293,0.8948664399610079,0.14174271864348867,-0.08871868605736126,0.5067985665075653,-0.18039990157164495,-0.021249999776653015,0.6411067701397791,-0.5461630071321146,-0.10149188306144057,0.003681258028163031,-0.4146402900972677
Lenovo,Student,Intel,4,2.0,AMD,AMD Radeon,8,512.0,17.3,812,561,661,652,1.01,165.2,1.56,0.409,-0.6894491538759353,-1.2087803667337007,-0.6911193813549762,-0.08871868605736126,-0.8151203649449308,-0.6484848554311742,-0.7192589776817707,-0.5660241373243001,-0.9171587809504714,-0.8123701691637469,-0.9492766384969085,-0.5628934601006965
Dell,Professional,Intel,8,3.3,AMD,AMD Radeon,16,1024.0,16.0,2661,3109,2930,1858,1.58,366.2,1.56,0.539,0.43744700119761293,0.23055692205741557,0.14174271864348867,1.1402847571614947,0.2564395229356765,0.0249654339161327,0.08265614680770375,0.7245785882091038,-0.4672277361069323,0.057298336658307664,-0.9492766384969085,0.3548642589681481
Acer,Professional,Intel,6,3.4,AMD,AMD Radeon,16,512.0,14.0,2020,1317,1598,2482,0.64,266.3,3.12,0.395,-0.12600107633916122,0.3412751750413477,0.14174271864348867,-0.08871868605736126,-0.11504229866057511,-0.4486699344160392,-0.3881023132275453,1.3923531327637009,-1.2092192837436457,-0.37493989086220597,0.003681258028163031,-0.6617289067696487
ASUS,Gaming,Intel,12,5.1,NVIDIA,NVIDIA GeForce,16,512.0,13.3,6154,5745,5909,2549,2.32,492.4,3.12,0.483,1.5643431562711612,2.223485475768192,0.14174271864348867,-0.08871868605736126,2.2807546599648605,0.7216746029583231,1.135501081075727,1.4640532841822234,0.1168932694794164,0.6033290104630006,0.003681258028163031,-0.04047752770766207
Lenovo,Student,AMD,6,3.4,Intel,Intel UHD,8,512.0,15.6,2070,955,1401,799,1.75,233.5,1.56,0.316,-0.12600107633916122,0.3412751750413477,-0.6911193813549762,-0.08871868605736126,-0.08606555750642132,-0.5443485077063551,-0.45772649988441017,-0.40871186480903443,-0.3330377753641225,-0.5168559455436159,-0.9492766384969085,-1.2194432129730233
Lenovo,Professional,Intel,8,3.5,NVIDIA,NVIDIA RTX,16,512.0,17.3,2822,3304,3111,921,3.38,388.9,3.12,0.539,0.43744700119761293,0.4519934280252798,0.14174271864348867,-0.08871868605736126,0.34974462945205176,0.07650499687638578,0.14662557718786898,-0.27815338013650104,0.9536071423463487,0.15551463059940532,0.003681258028163031,0.3548642589681481
ASUS,Professional,Intel,8,4.0,AMD,AMD Radeon,16,512.0,14.0,3161,1931,2423,1118,2.17,302.9,3.12,0.379,0.43744700119761293,1.0055846929449401,0.14174271864348867,-0.08871868605736126,0.5462069344772145,-0.28638638745401157,-0.09652894271021761,-0.0673335319357709,-0.001509637058356949,-0.21658234204087676,0.003681258028163031,-0.7746837029627373
HP,Student,Intel,6,2.8,Intel,Intel Iris Xe,8,256.0,14.0,1703,1019,1293,500,2.59,215.5,3.12,0.374,-0.12600107633916122,-0.32303434286224464,-0.6911193813549762,-0.7032204076667893,-0.29875483757791016,-0.5274329588373491,-0.4958961047521331,-0.7286871674081122,0.3300185012474086,-0.5947367072590237,0.003681258028163031,-0.8099820767730775
Dell,Professional,Intel,8,3.5,NVIDIA,NVIDIA GeForce,16,512.0,15.6,2829,2553,2664,801,3.33,333.0,3.12,0.474,0.43744700119761293,0.4519934280252798,0.14174271864348867,-0.08871868605736126,0.35380137321363325,-0.12198839688335814,-0.01135417629242856,-0.40657156178161585,0.9141395068337577,-0.08634840161677793,0.003681258028163031,-0.10401460056627441
Apple,Student,AMD,6,2.1,AMD,AMD Radeon,8,512.0,17.3,1235,1226,1230,649,1.9,205.0,1.56,0.498,-0.12600107633916122,-1.0980621137497686,-0.6911193813549762,-0.08871868605736126,-0.5699771347807897,-0.4727217304641573,-0.518161707591638,-0.5692345918654279,-0.21463486882634913,-0.6401671515930117,-0.9492766384969085,0.06541759372335851
Lenovo,Basic,Intel,4,1.9,Intel,Intel UHD,4,128.0,14.0,760,246,452,474,0.95,113.0,3.12,0.245,-0.6894491538759353,-1.3194986197176328,-1.1075504313542086,-1.0104712684715034,-0.8452561757452507,-0.7317410725208138,-0.7931242315461604,-0.7565111067645537,-0.9645199435655808,-1.0382243781384297,0.003681258028163031,-1.7206801210798537
ASUS,Basic,AMD,4,2.2,AMD,AMD Radeon,8,128.0,15.6,891,798,835,150,5.57,208.8,6.25,0.472,-0.6894491538759353,-0.9873438607658365,-0.6911193813549762,-1.0104712684715034,-0.7693371139213678,-0.5858444635256359,-0.6577635031726616,-1.1032401972063637,2.682289577797841,-0.6237256574530922,1.9157057555432102,-0.1181339500904105
ASUS,Gaming,Intel,12,4.4,AMD,AMD Radeon,16,1024.0,15.6,5264,8655,7298,3753,1.94,608.2,1.56,0.622,1.5643431562711612,1.4484577048806686,0.14174271864348867,1.1402847571614947,1.764968667420923,1.490803465595946,1.6264046103467187,2.7525157066882087,-0.1830607604162762,1.104361910832125,-0.9492766384969085,0.9408172642197945
Lenovo,Student,Intel,4,2.6,Intel,Intel Iris Xe,8,512.0,14.0,1033,1078,1060,906,1.17,265.0,1.56,0.511,-0.6894491538759353,-0.5444708488301084,-0.6911193813549762,-0.08871868605736126,-0.687043169043571,-0.511838937223734,-0.5782434930315723,-0.2942056528421404,-0.7908623473101798,-0.38056461254165214,-0.9492766384969085,0.157193365630243
Acer,Student,Intel,4,3.4,Intel,Intel UHD,8,256.0,15.6,1378,1430,1409,782,1.8,352.2,3.12,0.509,-0.6894491538759353,0.3412751750413477,-0.6911193813549762,-0.7032204076667893,-0.4871036550799098,-0.4188034184442002,-0.45489912174606034,-0.42690444054209237,-0.2935701398515313,-0.0032755891203429086,0.003681258028163031,0.14307401610610693
Lenovo,Gaming,Intel,8,4.3,NVIDIA,NVIDIA GeForce,32,1024.0,17.3,3431,13208,9297,3625,2.56,1162.1,3.12,0.794,0.43744700119761293,1.337739451896736,1.8074669186404184,1.1402847571614947,0.7026813367096449,2.6941861843550856,2.332895722666886,2.6155363129334193,0.30633791993985404,3.500926017174592,0.003681258028163031,2.155081323295496
HP,Student,Intel,6,2.4,Intel,Intel Iris Xe,16,512.0,14.0,1417,623,941,642,1.47,156.8,3.12,0.305,-0.12600107633916122,-0.7659073547979727,0.14174271864348867,-0.08871868605736126,-0.46450179697966987,-0.6320979174643245,-0.6203007428395262,-0.576725652461393,-0.554056534234633,-0.8487145246309372,0.003681258028163031,-1.2970996353557718
ASUS,Professional,Intel,8,4.4,NVIDIA,NVIDIA GeForce,32,1024.0,13.3,3553,1950,2591,1267,2.04,323.9,3.12,0.354,0.43744700119761293,1.4484577048806686,1.8074669186404184,1.1402847571614947,0.7733845851257802,-0.28136458388352537,-0.037154001804870884,0.09211904360691334,-0.10412548939109384,-0.1257214533729009,0.003681258028163031,-0.9511755720144383
Apple,Professional,AMD,12,2.6,NVIDIA,NVIDIA GeForce,32,512.0,15.6,3119,1380,2076,1023,2.03,173.0,6.25,0.307,1.5643431562711612,-0.5444708488301084,1.8074669186404184,-0.08871868605736126,0.5218664719077253,-0.4320186909981113,-0.2191664694611421,-0.16899792573815345,-0.11201901649361225,-0.7786218390870702,1.9157057555432102,-1.2829802858316357
Dell,Basic,Intel,4,1.9,AMD,AMD Radeon,4,128.0,15.6,772,333,509,286,1.78,127.2,3.12,0.301,-0.6894491538759353,-1.3194986197176328,-1.1075504313542086,-1.0104712684715034,-0.8383017578682538,-0.7087464982770086,-0.7729791623104177,-0.9576995913419003,-0.3093571940565678,-0.9767851105629414,0.003681258028163031,-1.325338334404044
HP,Basic,AMD,2,2.0,AMD,AMD Radeon,4,256.0,15.6,408,480,451,387,1.17,225.5,1.56,0.541,-1.2528972314127096,-1.2087803667337007,-1.1075504313542086,-0.7032204076667893,-1.0492524334704934,-0.6698935969685101,-0.7934776538134541,-0.849614288457262,-0.7908623473101798,-0.5514696174171305,-0.9492766384969085,0.3689836084922842
HP,Professional,AMD,12,3.1,NVIDIA,NVIDIA GeForce,16,512.0,16.0,3717,3688,3699,2052,1.8,308.2,3.12,0.498,1.5643431562711612,0.00912041608955178,0.14174271864348867,-0.08871868605736126,0.8684282961114046,0.17799829009042262,0.35443787035658253,0.9321879818687061,-0.2935701398515313,-0.19365078442467326,0.003681258028163031,0.06541759372335851
MSI,Basic,AMD,4,2.5,AMD,AMD Radeon,8,256.0,14.0,1017,448,676,350,1.93,169.0,3.12,0.306,-0.6894491538759353,-0.6551891018140406,-0.6911193813549762,-0.7032204076667893,-0.6963157262129002,-0.6783513714030132,-0.7139576436723648,-0.8892098944645057,-0.19095428751879442,-0.7959286750238275,0.003681258028163031,-1.2900399605937036
Dell,Professional,Intel,8,3.2,NVIDIA,NVIDIA GeForce,16,512.0,15.6,2575,1036,1652,1447,1.14,206.5,3.12,0.287,0.43744700119761293,0.11983866907348392,0.14174271864348867,-0.08871868605736126,0.206599528150532,-0.5229397661690193,-0.36901751079368383,0.28474631607458556,-0.8145429286177345,-0.6336770881167277,0.003681258028163031,-1.4241737810729964
Dell,Professional,Intel,8,3.3,NVIDIA,NVIDIA GeForce,16,1024.0,15.6,2618,2023,2261,1094,2.07,282.6,1.56,0.436,0.43744700119761293,0.23055692205741557,0.14174271864348867,1.1402847571614947,0.23151952554310426,-0.26207028595481524,-0.15378335001180196,-0.09301716826479385,-0.08044490808353931,-0.3044145344199199,-0.9492766384969085,-0.3722822415248595
ASUS,Student,AMD,4,2.4,Intel,Intel Iris Xe,16,256.0,15.6,975,958,965,972,0.99,241.2,6.25,0.496,-0.6894491538759353,-0.7659073547979727,0.14174271864348867,-0.7032204076667893,-0.7206561887823894,-0.5435555913531205,-0.6118186084244767,-0.22357565293732726,-0.9329458351555079,-0.4835402863653581,1.9157057555432102,0.05129824419922243
HP,Basic,Intel,2,2.5,Intel,Intel UHD,4,256.0,16.0,510,353,416,404,1.03,208.0,1.56,0.409,-1.2528972314127096,-0.6551891018140406,-1.1075504313542086,-0.7032204076667893,-0.9901398815160197,-0.7034603892554442,-0.8058474331687348,-0.8314217127242041,-0.901371726745435,-0.6271870246404437,-0.9492766384969085,-0.5628934601006965
HP,Student,AMD,6,2.4,Intel,Intel Iris Xe,16,256.0,15.6,1419,1455,1441,450,3.2,240.2,6.25,0.506,-0.12600107633916122,-0.7659073547979727,0.14174271864348867,-0.7032204076667893,-0.46334272733350373,-0.41219578216724473,-0.44358960919266094,-0.7821947430935767,0.8115236545010208,-0.48786699534954747,1.9157057555432102,0.12189499181990282
HP,Student,Intel,4,2.3,Intel,Intel UHD,16,256.0,13.3,930,856,886,880,1.01,221.5,6.25,0.479,-0.6894491538759353,-0.8766256077819048,0.14174271864348867,-0.7032204076667893,-0.7467352558211279,-0.570514747363099,-0.6397389675406814,-0.32202959219858196,-0.9171587809504714,-0.5687764533538878,1.9157057555432102,-0.06871622675593422
Lenovo,Student,Intel,4,2.6,Intel,Intel UHD,8,256.0,15.6,1059,1089,1077,593,1.82,269.2,3.12,0.507,-0.6894491538759353,-0.5444708488301084,-0.6911193813549762,-0.7032204076667893,-0.671975263643411,-0.5089315772618735,-0.5722353144875789,-0.6291630766331482,-0.27778308564649484,-0.362392434808057,0.003681258028163031,0.12895466658197086
Dell,Basic,Intel,2,1.8,AMD,AMD Radeon,4,128.0,13.3,358,319,335,489,0.69,167.5,3.12,0.471,-1.2528972314127096,-1.4302168727015647,-1.1075504313542086,-1.0104712684715034,-1.0782291746246473,-0.7124467745921037,-0.8344746368195269,-0.7404588340589143,-1.1697516482310548,-0.8024187385001115,0.003681258028163031,-0.12519362485247854
ASUS,Professional,Intel,8,3.2,NVIDIA,NVIDIA GeForce,16,512.0,14.0,2551,2557,2555,1032,2.48,319.4,3.12,0.501,0.43744700119761293,0.11983866907348392,0.14174271864348867,-0.08871868605736126,0.19269069239653816,-0.12093117507904524,-0.049877203427445185,-0.15936656211476985,0.24318970311970817,-0.14519164380175287,0.003681258028163031,0.08659661800956263
Apple,Professional,Intel,8,3.7,AMD,AMD Radeon,16,1024.0,15.6,2945,2580,2726,1865,1.46,340.8,1.56,0.467,0.43744700119761293,0.6734299339931441,0.14174271864348867,1.1402847571614947,0.4210274126912701,-0.11485214970424618,0.010558004279782731,0.7320696488050689,-0.5619500613371512,-0.05260007154010113,-0.9492766384969085,-0.1534323239007503
ASUS,Gaming,Intel,8,3.9,NVIDIA,NVIDIA GeForce,32,1024.0,13.3,3137,13496,9352,2889,3.24,1169.0,3.12,0.811,0.43744700119761293,0.8948664399610079,1.8074669186404184,1.1402847571614947,0.5322980987232206,2.7703061542656133,2.352333947368041,1.8279047988433819,0.8430977629110937,3.530780309165499,0.003681258028163031,2.275095794250653
Dell,Gaming,Intel,12,5.3,NVIDIA,NVIDIA RTX,32,2048.0,13.3,6353,14458,11216,2581,4.35,934.7,1.56,0.695,1.5643431562711612,2.4449219817360563,1.8074669186404184,3.598291643599207,2.3960820897583925,3.024567998202862,3.011113053603555,1.4982981326209206,1.7192792712906166,2.5170323941699397,-0.9492766384969085,1.4561735218507605
ASUS,Student,Intel,6,2.6,AMD,AMD Radeon,8,256.0,13.3,1536,896,1152,921,1.25,192.0,3.12,0.368,-0.12600107633916122,-0.5444708488301084,-0.6911193813549762,-0.7032204076667893,-0.39553715303278386,-0.5599425293199702,-0.545728644440549,-0.27815338013650104,-0.727714130490034,-0.696414368387473,0.003681258028163031,-0.8523401253454858
Dell,Basic,Intel,2,2.1,Intel,Intel Iris Xe,8,256.0,15.6,420,642,553,351,1.58,276.5,3.12,0.605,-1.2528972314127096,-1.0980621137497686,-0.6911193813549762,-0.7032204076667893,-1.0422980155934964,-0.6270761138938383,-0.7574285825494936,-0.8881397429507965,-0.4672277361069323,-0.3308074592234749,0.003681258028163031,0.8208027932646379
HP,Student,Intel,4,3.3,Intel,Intel UHD,8,512.0,13.3,1329,1061,1168,724,1.61,292.0,1.56,0.444,-0.6894491538759353,0.23055692205741557,-0.6911193813549762,-0.08871868605736126,-0.5155008614109805,-0.5163321298920638,-0.5400738881638494,-0.4889732283372312,-0.4435471547993776,-0.2637434699685403,-0.9492766384969085,-0.31580484342831516
Apple,Student,Intel,6,3.5,AMD,AMD Radeon,8,256.0,15.6,2085,991,1429,695,2.06,238.2,3.12,0.322,-0.12600107633916122,0.4519934280252798,-0.6911193813549762,-0.7032204076667893,-0.07737253516017518,-0.5348335114675392,-0.4478306764001857,-0.5200076222348006,-0.08833843518605737,-0.4965204133179261,0.003681258028163031,-1.177085164400615
